Tanggal,Kota,Tingkat Vaksinasi,Dalam atau Luar Jawa Bali,Jumlah Penduduk,Luas Daerah
07/05/2021,Jakarta,22.70%,0,10562088,664.01
07/06/2021,Jakarta,22.73%,0,10562088,664.01
07/07/2021,Jakarta,22.76%,0,10562088,664.01
07/08/2021,Jakarta,22.80%,0,10562088,664.01
07/09/2021,Jakarta,22.83%,0,10562088,664.01
07/10/2021,Jakarta,22.84%,0,10562088,664.01
07/11/2021,Jakarta,22.85%,0,10562088,664.01
07/12/2021,Jakarta,22.89%,0,10562088,664.01
07/13/2021,Jakarta,22.93%,0,10562088,664.01
07/14/2021,Jakarta,22.97%,0,10562088,664.01
07/15/2021,Jakarta,23.00%,0,10562088,664.01
07/16/2021,Jakarta,23.04%,0,10562088,664.01
07/17/2021,Jakarta,23.09%,0,10562088,664.01
07/18/2021,Jakarta,23.11%,0,10562088,664.01
07/19/2021,Jakarta,23.28%,0,10562088,664.01
07/20/2021,Jakarta,23.28%,0,10562088,664.01
07/21/2021,Jakarta,23.75%,0,10562088,664.01
07/22/2021,Jakarta,24.37%,0,10562088,664.01
07/23/2021,Jakarta,25.12%,0,10562088,664.01
07/24/2021,Jakarta,25.47%,0,10562088,664.01
07/25/2021,Jakarta,25.66%,0,10562088,664.01
07/26/2021,Jakarta,26.62%,0,10562088,664.01
07/27/2021,Jakarta,27.64%,0,10562088,664.01
07/28/2021,Jakarta,28.92%,0,10562088,664.01
07/29/2021,Jakarta,30.31%,0,10562088,664.01
07/30/2021,Jakarta,31.79%,0,10562088,664.01
07/31/2021,Jakarta,32.37%,0,10562088,664.01
08/01/2021,Jakarta,32.71%,0,10562088,664.01
08/02/2021,Jakarta,34.13%,0,10562088,664.01
08/03/2021,Jakarta,35.51%,0,10562088,664.01
08/04/2021,Jakarta,37.03%,0,10562088,664.01
08/05/2021,Jakarta,37.07%,0,10562088,664.01
07/05/2021,Bali,22.33%,0,4317404,5780.06
07/06/2021,Bali,22.37%,0,4317404,5780.06
07/07/2021,Bali,22.41%,0,4317404,5780.06
07/08/2021,Bali,22.44%,0,4317404,5780.06
07/09/2021,Bali,22.47%,0,4317404,5780.06
07/10/2021,Bali,22.53%,0,4317404,5780.06
07/11/2021,Bali,22.53%,0,4317404,5780.06
07/12/2021,Bali,22.58%,0,4317404,5780.06
07/13/2021,Bali,22.62%,0,4317404,5780.06
07/14/2021,Bali,22.68%,0,4317404,5780.06
07/15/2021,Bali,22.72%,0,4317404,5780.06
07/16/2021,Bali,22.77%,0,4317404,5780.06
07/17/2021,Bali,22.86%,0,4317404,5780.06
07/18/2021,Bali,22.86%,0,4317404,5780.06
07/19/2021,Bali,22.97%,0,4317404,5780.06
07/20/2021,Bali,22.97%,0,4317404,5780.06
07/21/2021,Bali,23.06%,0,4317404,5780.06
07/22/2021,Bali,23.11%,0,4317404,5780.06
07/23/2021,Bali,23.17%,0,4317404,5780.06
07/24/2021,Bali,23.26%,0,4317404,5780.06
07/25/2021,Bali,23.26%,0,4317404,5780.06
07/26/2021,Bali,23.33%,0,4317404,5780.06
07/27/2021,Bali,23.42%,0,4317404,5780.06
07/28/2021,Bali,23.74%,0,4317404,5780.06
07/29/2021,Bali,24.23%,0,4317404,5780.06
07/30/2021,Bali,24.88%,0,4317404,5780.06
07/31/2021,Bali,25.60%,0,4317404,5780.06
08/01/2021,Bali,25.70%,0,4317404,5780.06
08/02/2021,Bali,26.51%,0,4317404,5780.06
08/03/2021,Bali,27.70%,0,4317404,5780.06
08/04/2021,Bali,28.85%,0,4317404,5780.06
08/05/2021,Bali,29.91%,0,4317404,5780.06
07/05/2021,yogyakarta,13.83%,0,3668719,3133.15
07/06/2021,yogyakarta,13.85%,0,3668719,3133.15
07/07/2021,yogyakarta,13.87%,0,3668719,3133.15
07/08/2021,yogyakarta,13.91%,0,3668719,3133.15
07/09/2021,yogyakarta,13.91%,0,3668719,3133.15
07/10/2021,yogyakarta,13.93%,0,3668719,3133.15
07/11/2021,yogyakarta,13.95%,0,3668719,3133.15
07/12/2021,yogyakarta,13.96%,0,3668719,3133.15
07/13/2021,yogyakarta,13.98%,0,3668719,3133.15
07/14/2021,yogyakarta,13.99%,0,3668719,3133.15
07/15/2021,yogyakarta,14.00%,0,3668719,3133.15
07/16/2021,yogyakarta,14.00%,0,3668719,3133.15
07/17/2021,yogyakarta,14.01%,0,3668719,3133.15
07/18/2021,yogyakarta,14.01%,0,3668719,3133.15
07/19/2021,yogyakarta,14.02%,0,3668719,3133.15
07/20/2021,yogyakarta,14.02%,0,3668719,3133.15
07/21/2021,yogyakarta,14.04%,0,3668719,3133.15
07/22/2021,yogyakarta,14.08%,0,3668719,3133.15
07/23/2021,yogyakarta,14.12%,0,3668719,3133.15
07/24/2021,yogyakarta,14.39%,0,3668719,3133.15
07/25/2021,yogyakarta,14.40%,0,3668719,3133.15
07/26/2021,yogyakarta,14.48%,0,3668719,3133.15
07/27/2021,yogyakarta,14.63%,0,3668719,3133.15
07/28/2021,yogyakarta,14.76%,0,3668719,3133.15
07/29/2021,yogyakarta,14.95%,0,3668719,3133.15
07/30/2021,yogyakarta,15.04%,0,3668719,3133.15
07/31/2021,yogyakarta,15.17%,0,3668719,3133.15
08/01/2021,yogyakarta,15.20%,0,3668719,3133.15
08/02/2021,yogyakarta,15.41%,0,3668719,3133.15
08/03/2021,yogyakarta,15.69%,0,3668719,3133.15
08/04/2021,yogyakarta,15.94%,0,3668719,3133.15
08/05/2021,yogyakarta,16.16%,0,3668719,3133.15
07/05/2021,Banten,4.95%,0,11904562,9662.92
07/06/2021,Banten,5.03%,0,11904562,9662.92
07/07/2021,Banten,5.12%,0,11904562,9662.92
07/08/2021,Banten,5.20%,0,11904562,9662.92
07/09/2021,Banten,5.25%,0,11904562,9662.92
07/10/2021,Banten,5.27%,0,11904562,9662.92
07/11/2021,Banten,5.27%,0,11904562,9662.92
07/12/2021,Banten,5.31%,0,11904562,9662.92
07/13/2021,Banten,5.45%,0,11904562,9662.92
07/14/2021,Banten,5.56%,0,11904562,9662.92
07/15/2021,Banten,5.70%,0,11904562,9662.92
07/16/2021,Banten,5.79%,0,11904562,9662.92
07/17/2021,Banten,5.88%,0,11904562,9662.92
07/18/2021,Banten,5.89%,0,11904562,9662.92
07/19/2021,Banten,5.97%,0,11904562,9662.92
07/20/2021,Banten,5.97%,0,11904562,9662.92
07/21/2021,Banten,6.12%,0,11904562,9662.92
07/22/2021,Banten,6.33%,0,11904562,9662.92
07/23/2021,Banten,6.50%,0,11904562,9662.92
07/24/2021,Banten,6.64%,0,11904562,9662.92
07/25/2021,Banten,6.64%,0,11904562,9662.92
07/26/2021,Banten,6.83%,0,11904562,9662.92
07/27/2021,Banten,7.44%,0,11904562,9662.92
07/28/2021,Banten,7.49%,0,11904562,9662.92
07/29/2021,Banten,8.20%,0,11904562,9662.92
07/30/2021,Banten,8.41%,0,11904562,9662.92
07/31/2021,Banten,8.60%,0,11904562,9662.92
08/01/2021,Banten,8.63%,0,11904562,9662.92
08/02/2021,Banten,8.90%,0,11904562,9662.92
08/03/2021,Banten,9.15%,0,11904562,9662.92
08/04/2021,Banten,9.42%,0,11904562,9662.92
08/05/2021,Banten,9.48%,0,11904562,9662.92
07/05/2021,Jawa tengah,6.51%,0,36516035,32800.69
07/06/2021,Jawa tengah,6.63%,0,36516035,32800.69
07/07/2021,Jawa tengah,6.78%,0,36516035,32800.69
07/08/2021,Jawa tengah,6.95%,0,36516035,32800.69
07/09/2021,Jawa tengah,7.02%,0,36516035,32800.69
07/10/2021,Jawa tengah,7.12%,0,36516035,32800.69
07/11/2021,Jawa tengah,7.12%,0,36516035,32800.69
07/12/2021,Jawa tengah,7.25%,0,36516035,32800.69
07/13/2021,Jawa tengah,7.38%,0,36516035,32800.69
07/14/2021,Jawa tengah,7.51%,0,36516035,32800.69
07/15/2021,Jawa tengah,7.64%,0,36516035,32800.69
07/16/2021,Jawa tengah,7.73%,0,36516035,32800.69
07/17/2021,Jawa tengah,7.83%,0,36516035,32800.69
07/18/2021,Jawa tengah,7.84%,0,36516035,32800.69
07/19/2021,Jawa tengah,7.94%,0,36516035,32800.69
07/20/2021,Jawa tengah,7.94%,0,36516035,32800.69
07/21/2021,Jawa tengah,8.11%,0,36516035,32800.69
07/22/2021,Jawa tengah,8.30%,0,36516035,32800.69
07/23/2021,Jawa tengah,8.41%,0,36516035,32800.69
07/24/2021,Jawa tengah,8.78%,0,36516035,32800.69
07/25/2021,Jawa tengah,8.79%,0,36516035,32800.69
07/26/2021,Jawa tengah,8.99%,0,36516035,32800.69
07/27/2021,Jawa tengah,9.18%,0,36516035,32800.69
07/28/2021,Jawa tengah,9.37%,0,36516035,32800.69
07/29/2021,Jawa tengah,9.57%,0,36516035,32800.69
07/30/2021,Jawa tengah,9.69%,0,36516035,32800.69
07/31/2021,Jawa tengah,9.83%,0,36516035,32800.69
08/01/2021,Jawa tengah,9.85%,0,36516035,32800.69
08/02/2021,Jawa tengah,10.03%,0,36516035,32800.69
08/03/2021,Jawa tengah,10.20%,0,36516035,32800.69
08/04/2021,Jawa tengah,10.39%,0,36516035,32800.69
08/05/2021,Jawa tengah,10.58%,0,36516035,32800.69
07/05/2021,Jawa Barat,5.20%,0,48274162,35377.76
07/06/2021,Jawa Barat,5.27%,0,48274162,35377.76
07/07/2021,Jawa Barat,5.34%,0,48274162,35377.76
07/08/2021,Jawa Barat,5.43%,0,48274162,35377.76
07/09/2021,Jawa Barat,5.50%,0,48274162,35377.76
07/10/2021,Jawa Barat,5.54%,0,48274162,35377.76
07/11/2021,Jawa Barat,5.55%,0,48274162,35377.76
07/12/2021,Jawa Barat,5.62%,0,48274162,35377.76
07/13/2021,Jawa Barat,5.69%,0,48274162,35377.76
07/14/2021,Jawa Barat,5.78%,0,48274162,35377.76
07/15/2021,Jawa Barat,5.86%,0,48274162,35377.76
07/16/2021,Jawa Barat,5.92%,0,48274162,35377.76
07/17/2021,Jawa Barat,5.96%,0,48274162,35377.76
07/18/2021,Jawa Barat,5.96%,0,48274162,35377.76
07/19/2021,Jawa Barat,6.03%,0,48274162,35377.76
07/20/2021,Jawa Barat,6.03%,0,48274162,35377.76
07/21/2021,Jawa Barat,6.14%,0,48274162,35377.76
07/22/2021,Jawa Barat,6.28%,0,48274162,35377.76
07/23/2021,Jawa Barat,6.36%,0,48274162,35377.76
07/24/2021,Jawa Barat,6.62%,0,48274162,35377.76
07/25/2021,Jawa Barat,6.63%,0,48274162,35377.76
07/26/2021,Jawa Barat,6.77%,0,48274162,35377.76
07/27/2021,Jawa Barat,6.92%,0,48274162,35377.76
07/28/2021,Jawa Barat,7.08%,0,48274162,35377.76
07/29/2021,Jawa Barat,7.25%,0,48274162,35377.76
07/30/2021,Jawa Barat,7.36%,0,48274162,35377.76
07/31/2021,Jawa Barat,7.48%,0,48274162,35377.76
08/01/2021,Jawa Barat,7.49%,0,48274162,35377.76
08/02/2021,Jawa Barat,7.63%,0,48274162,35377.76
08/03/2021,Jawa Barat,7.84%,0,48274162,35377.76
08/04/2021,Jawa Barat,8.04%,0,48274162,35377.76
08/05/2021,Jawa Barat,8.18%,0,48274162,35377.76
07/05/2021,Jawa Timur,7.00%,0,40665696,47803.49
07/06/2021,Jawa Timur,7.11%,0,40665696,47803.49
07/07/2021,Jawa Timur,7.22%,0,40665696,47803.49
07/08/2021,Jawa Timur,7.36%,0,40665696,47803.49
07/09/2021,Jawa Timur,7.45%,0,40665696,47803.49
07/10/2021,Jawa Timur,7.54%,0,40665696,47803.49
07/11/2021,Jawa Timur,7.55%,0,40665696,47803.49
07/12/2021,Jawa Timur,7.69%,0,40665696,47803.49
07/13/2021,Jawa Timur,7.82%,0,40665696,47803.49
07/14/2021,Jawa Timur,7.96%,0,40665696,47803.49
07/15/2021,Jawa Timur,8.11%,0,40665696,47803.49
07/16/2021,Jawa Timur,8.19%,0,40665696,47803.49
07/17/2021,Jawa Timur,8.27%,0,40665696,47803.49
07/18/2021,Jawa Timur,8.28%,0,40665696,47803.49
07/19/2021,Jawa Timur,8.37%,0,40665696,47803.49
07/20/2021,Jawa Timur,8.37%,0,40665696,47803.49
07/21/2021,Jawa Timur,8.52%,0,40665696,47803.49
07/22/2021,Jawa Timur,8.69%,0,40665696,47803.49
07/23/2021,Jawa Timur,8.78%,0,40665696,47803.49
07/24/2021,Jawa Timur,8.95%,0,40665696,47803.49
07/25/2021,Jawa Timur,8.97%,0,40665696,47803.49
07/26/2021,Jawa Timur,9.16%,0,40665696,47803.49
07/27/2021,Jawa Timur,9.35%,0,40665696,47803.49
07/28/2021,Jawa Timur,9.53%,0,40665696,47803.49
07/29/2021,Jawa Timur,9.72%,0,40665696,47803.49
07/30/2021,Jawa Timur,9.83%,0,40665696,47803.49
07/31/2021,Jawa Timur,9.95%,0,40665696,47803.49
08/01/2021,Jawa Timur,9.97%,0,40665696,47803.49
08/02/2021,Jawa Timur,10.13%,0,40665696,47803.49
08/03/2021,Jawa Timur,10.30%,0,40665696,47803.49
08/04/2021,Jawa Timur,10.51%,0,40665696,47803.49
08/05/2021,Jawa Timur,10.74%,0,40665696,47803.49
07/05/2021,Kep. Riau,8.39%,1,2064564,8201.72
07/06/2021,Kep. Riau,8.51%,1,2064564,8201.72
07/07/2021,Kep. Riau,8.72%,1,2064564,8201.72
07/08/2021,Kep. Riau,8.88%,1,2064564,8201.72
07/09/2021,Kep. Riau,9.01%,1,2064564,8201.72
07/10/2021,Kep. Riau,9.14%,1,2064564,8201.72
07/11/2021,Kep. Riau,9.26%,1,2064564,8201.72
07/12/2021,Kep. Riau,9.48%,1,2064564,8201.72
07/13/2021,Kep. Riau,9.73%,1,2064564,8201.72
07/14/2021,Kep. Riau,10.03%,1,2064564,8201.72
07/15/2021,Kep. Riau,10.38%,1,2064564,8201.72
07/16/2021,Kep. Riau,10.66%,1,2064564,8201.72
07/17/2021,Kep. Riau,11.02%,1,2064564,8201.72
07/18/2021,Kep. Riau,11.44%,1,2064564,8201.72
07/19/2021,Kep. Riau,11.56%,1,2064564,8201.72
07/20/2021,Kep. Riau,11.56%,1,2064564,8201.72
07/21/2021,Kep. Riau,11.82%,1,2064564,8201.72
07/22/2021,Kep. Riau,12.00%,1,2064564,8201.72
07/23/2021,Kep. Riau,12.30%,1,2064564,8201.72
07/24/2021,Kep. Riau,12.65%,1,2064564,8201.72
07/25/2021,Kep. Riau,12.73%,1,2064564,8201.72
07/26/2021,Kep. Riau,13.19%,1,2064564,8201.72
07/27/2021,Kep. Riau,13.87%,1,2064564,8201.72
07/28/2021,Kep. Riau,14.16%,1,2064564,8201.72
07/29/2021,Kep. Riau,14.53%,1,2064564,8201.72
07/30/2021,Kep. Riau,14.83%,1,2064564,8201.72
07/31/2021,Kep. Riau,15.05%,1,2064564,8201.72
08/01/2021,Kep. Riau,15.06%,1,2064564,8201.72
08/02/2021,Kep. Riau,15.29%,1,2064564,8201.72
08/03/2021,Kep. Riau,15.58%,1,2064564,8201.72
08/04/2021,Kep. Riau,16.01%,1,2064564,8201.72
08/05/2021,Kep. Riau,16.70%,1,2064564,8201.72
07/05/2021,Sulawesi Utara,7.03%,1,2621923,13892.47
07/06/2021,Sulawesi Utara,7.13%,1,2621923,13892.47
07/07/2021,Sulawesi Utara,7.22%,1,2621923,13892.47
07/08/2021,Sulawesi Utara,7.30%,1,2621923,13892.47
07/09/2021,Sulawesi Utara,7.41%,1,2621923,13892.47
07/10/2021,Sulawesi Utara,7.42%,1,2621923,13892.47
07/11/2021,Sulawesi Utara,7.42%,1,2621923,13892.47
07/12/2021,Sulawesi Utara,7.51%,1,2621923,13892.47
07/13/2021,Sulawesi Utara,7.58%,1,2621923,13892.47
07/14/2021,Sulawesi Utara,7.66%,1,2621923,13892.47
07/15/2021,Sulawesi Utara,7.72%,1,2621923,13892.47
07/16/2021,Sulawesi Utara,7.77%,1,2621923,13892.47
07/17/2021,Sulawesi Utara,7.80%,1,2621923,13892.47
07/18/2021,Sulawesi Utara,7.80%,1,2621923,13892.47
07/19/2021,Sulawesi Utara,7.84%,1,2621923,13892.47
07/20/2021,Sulawesi Utara,7.85%,1,2621923,13892.47
07/21/2021,Sulawesi Utara,7.93%,1,2621923,13892.47
07/22/2021,Sulawesi Utara,8.00%,1,2621923,13892.47
07/23/2021,Sulawesi Utara,8.13%,1,2621923,13892.47
07/24/2021,Sulawesi Utara,8.31%,1,2621923,13892.47
07/25/2021,Sulawesi Utara,8.31%,1,2621923,13892.47
07/26/2021,Sulawesi Utara,8.47%,1,2621923,13892.47
07/27/2021,Sulawesi Utara,8.71%,1,2621923,13892.47
07/28/2021,Sulawesi Utara,9.02%,1,2621923,13892.47
07/29/2021,Sulawesi Utara,9.26%,1,2621923,13892.47
07/30/2021,Sulawesi Utara,9.46%,1,2621923,13892.47
07/31/2021,Sulawesi Utara,9.56%,1,2621923,13892.47
08/01/2021,Sulawesi Utara,9.57%,1,2621923,13892.47
08/02/2021,Sulawesi Utara,9.86%,1,2621923,13892.47
08/03/2021,Sulawesi Utara,10.19%,1,2621923,13892.47
08/04/2021,Sulawesi Utara,10.63%,1,2621923,13892.47
08/05/2021,Sulawesi Utara,11.03%,1,2621923,13892.47
07/05/2021,Jambi,5.30%,1,3548228,50058.16
07/06/2021,Jambi,5.50%,1,3548228,50058.16
07/07/2021,Jambi,5.71%,1,3548228,50058.16
07/08/2021,Jambi,5.88%,1,3548228,50058.16
07/09/2021,Jambi,5.96%,1,3548228,50058.16
07/10/2021,Jambi,6.09%,1,3548228,50058.16
07/11/2021,Jambi,6.10%,1,3548228,50058.16
07/12/2021,Jambi,6.28%,1,3548228,50058.16
07/13/2021,Jambi,6.47%,1,3548228,50058.16
07/14/2021,Jambi,6.63%,1,3548228,50058.16
07/15/2021,Jambi,6.78%,1,3548228,50058.16
07/16/2021,Jambi,6.86%,1,3548228,50058.16
07/17/2021,Jambi,6.94%,1,3548228,50058.16
07/18/2021,Jambi,6.94%,1,3548228,50058.16
07/19/2021,Jambi,7.02%,1,3548228,50058.16
07/20/2021,Jambi,7.03%,1,3548228,50058.16
07/21/2021,Jambi,7.11%,1,3548228,50058.16
07/22/2021,Jambi,7.26%,1,3548228,50058.16
07/23/2021,Jambi,7.34%,1,3548228,50058.16
07/24/2021,Jambi,7.68%,1,3548228,50058.16
07/25/2021,Jambi,7.75%,1,3548228,50058.16
07/26/2021,Jambi,8.11%,1,3548228,50058.16
07/27/2021,Jambi,8.38%,1,3548228,50058.16
07/28/2021,Jambi,8.68%,1,3548228,50058.16
07/29/2021,Jambi,9.05%,1,3548228,50058.16
07/30/2021,Jambi,9.30%,1,3548228,50058.16
07/31/2021,Jambi,9.54%,1,3548228,50058.16
08/01/2021,Jambi,9.56%,1,3548228,50058.16
08/02/2021,Jambi,9.87%,1,3548228,50058.16
08/03/2021,Jambi,10.15%,1,3548228,50058.16
08/04/2021,Jambi,10.41%,1,3548228,50058.16
08/05/2021,Jambi,10.66%,1,3548228,50058.16
07/05/2021,Gorontalo,6.71%,1,1171681,11257.07
07/06/2021,Gorontalo,6.82%,1,1171681,11257.07
07/07/2021,Gorontalo,6.93%,1,1171681,11257.07
07/08/2021,Gorontalo,7.03%,1,1171681,11257.07
07/09/2021,Gorontalo,7.12%,1,1171681,11257.07
07/10/2021,Gorontalo,7.16%,1,1171681,11257.07
07/11/2021,Gorontalo,7.16%,1,1171681,11257.07
07/12/2021,Gorontalo,7.31%,1,1171681,11257.07
07/13/2021,Gorontalo,7.48%,1,1171681,11257.07
07/14/2021,Gorontalo,7.65%,1,1171681,11257.07
07/15/2021,Gorontalo,7.87%,1,1171681,11257.07
07/16/2021,Gorontalo,7.98%,1,1171681,11257.07
07/17/2021,Gorontalo,8.09%,1,1171681,11257.07
07/18/2021,Gorontalo,8.10%,1,1171681,11257.07
07/19/2021,Gorontalo,8.30%,1,1171681,11257.07
07/20/2021,Gorontalo,8.30%,1,1171681,11257.07
07/21/2021,Gorontalo,8.43%,1,1171681,11257.07
07/22/2021,Gorontalo,8.63%,1,1171681,11257.07
07/23/2021,Gorontalo,8.74%,1,1171681,11257.07
07/24/2021,Gorontalo,8.94%,1,1171681,11257.07
07/25/2021,Gorontalo,8.97%,1,1171681,11257.07
07/26/2021,Gorontalo,9.24%,1,1171681,11257.07
07/27/2021,Gorontalo,9.45%,1,1171681,11257.07
07/28/2021,Gorontalo,9.77%,1,1171681,11257.07
07/29/2021,Gorontalo,10.12%,1,1171681,11257.07
07/30/2021,Gorontalo,10.27%,1,1171681,11257.07
07/31/2021,Gorontalo,10.42%,1,1171681,11257.07
08/01/2021,Gorontalo,10.44%,1,1171681,11257.07
08/02/2021,Gorontalo,10.65%,1,1171681,11257.07
08/03/2021,Gorontalo,10.85%,1,1171681,11257.07
08/04/2021,Gorontalo,11.05%,1,1171681,11257.07
08/05/2021,Gorontalo,11.19%,1,1171681,11257.07
07/05/2021,Kalimantan Tengah,8.42%,1,2669969,153564.5
07/06/2021,Kalimantan Tengah,8.57%,1,2669969,153564.5
07/07/2021,Kalimantan Tengah,8.80%,1,2669969,153564.5
07/08/2021,Kalimantan Tengah,9.02%,1,2669969,153564.5
07/09/2021,Kalimantan Tengah,9.18%,1,2669969,153564.5
07/10/2021,Kalimantan Tengah,9.52%,1,2669969,153564.5
07/11/2021,Kalimantan Tengah,9.53%,1,2669969,153564.5
07/12/2021,Kalimantan Tengah,9.72%,1,2669969,153564.5
07/13/2021,Kalimantan Tengah,9.83%,1,2669969,153564.5
07/14/2021,Kalimantan Tengah,9.94%,1,2669969,153564.5
07/15/2021,Kalimantan Tengah,10.05%,1,2669969,153564.5
07/16/2021,Kalimantan Tengah,10.15%,1,2669969,153564.5
07/17/2021,Kalimantan Tengah,10.32%,1,2669969,153564.5
07/18/2021,Kalimantan Tengah,10.35%,1,2669969,153564.5
07/19/2021,Kalimantan Tengah,10.44%,1,2669969,153564.5
07/20/2021,Kalimantan Tengah,10.44%,1,2669969,153564.5
07/21/2021,Kalimantan Tengah,10.54%,1,2669969,153564.5
07/22/2021,Kalimantan Tengah,10.67%,1,2669969,153564.5
07/23/2021,Kalimantan Tengah,10.76%,1,2669969,153564.5
07/24/2021,Kalimantan Tengah,10.93%,1,2669969,153564.5
07/25/2021,Kalimantan Tengah,10.93%,1,2669969,153564.5
07/26/2021,Kalimantan Tengah,11.11%,1,2669969,153564.5
07/27/2021,Kalimantan Tengah,11.29%,1,2669969,153564.5
07/28/2021,Kalimantan Tengah,11.46%,1,2669969,153564.5
07/29/2021,Kalimantan Tengah,11.59%,1,2669969,153564.5
07/30/2021,Kalimantan Tengah,11.66%,1,2669969,153564.5
07/31/2021,Kalimantan Tengah,11.74%,1,2669969,153564.5
08/01/2021,Kalimantan Tengah,11.74%,1,2669969,153564.5
08/02/2021,Kalimantan Tengah,11.81%,1,2669969,153564.5
08/03/2021,Kalimantan Tengah,12.08%,1,2669969,153564.5
08/04/2021,Kalimantan Tengah,12.27%,1,2669969,153564.5
08/05/2021,Kalimantan Tengah,12.76%,1,2669969,153564.5
07/05/2021,Sulawesi Selatan,6.65%,1,9073509,46717.48
07/06/2021,Sulawesi Selatan,6.75%,1,9073509,46717.48
07/07/2021,Sulawesi Selatan,6.84%,1,9073509,46717.48
07/08/2021,Sulawesi Selatan,6.90%,1,9073509,46717.48
07/09/2021,Sulawesi Selatan,6.94%,1,9073509,46717.48
07/10/2021,Sulawesi Selatan,7.00%,1,9073509,46717.48
07/11/2021,Sulawesi Selatan,7.00%,1,9073509,46717.48
07/12/2021,Sulawesi Selatan,7.09%,1,9073509,46717.48
07/13/2021,Sulawesi Selatan,7.15%,1,9073509,46717.48
07/14/2021,Sulawesi Selatan,7.22%,1,9073509,46717.48
07/15/2021,Sulawesi Selatan,7.29%,1,9073509,46717.48
07/16/2021,Sulawesi Selatan,7.35%,1,9073509,46717.48
07/17/2021,Sulawesi Selatan,7.43%,1,9073509,46717.48
07/18/2021,Sulawesi Selatan,7.43%,1,9073509,46717.48
07/19/2021,Sulawesi Selatan,7.47%,1,9073509,46717.48
07/20/2021,Sulawesi Selatan,7.47%,1,9073509,46717.48
07/21/2021,Sulawesi Selatan,7.53%,1,9073509,46717.48
07/22/2021,Sulawesi Selatan,7.66%,1,9073509,46717.48
07/23/2021,Sulawesi Selatan,7.76%,1,9073509,46717.48
07/24/2021,Sulawesi Selatan,8.18%,1,9073509,46717.48
07/25/2021,Sulawesi Selatan,8.22%,1,9073509,46717.48
07/26/2021,Sulawesi Selatan,8.44%,1,9073509,46717.48
07/27/2021,Sulawesi Selatan,8.63%,1,9073509,46717.48
07/28/2021,Sulawesi Selatan,8.79%,1,9073509,46717.48
07/29/2021,Sulawesi Selatan,8.96%,1,9073509,46717.48
07/30/2021,Sulawesi Selatan,9.08%,1,9073509,46717.48
07/31/2021,Sulawesi Selatan,9.19%,1,9073509,46717.48
08/01/2021,Sulawesi Selatan,9.21%,1,9073509,46717.48
08/02/2021,Sulawesi Selatan,9.32%,1,9073509,46717.48
08/03/2021,Sulawesi Selatan,9.47%,1,9073509,46717.48
08/04/2021,Sulawesi Selatan,9.76%,1,9073509,46717.48
08/05/2021,Sulawesi Selatan,10.06%,1,9073509,46717.48
07/05/2021,Papua Barat,5.92%,1,1134068,102955.15
07/06/2021,Papua Barat,6.05%,1,1134068,102955.15
07/07/2021,Papua Barat,6.14%,1,1134068,102955.15
07/08/2021,Papua Barat,6.23%,1,1134068,102955.15
07/09/2021,Papua Barat,6.32%,1,1134068,102955.15
07/10/2021,Papua Barat,6.38%,1,1134068,102955.15
07/11/2021,Papua Barat,6.38%,1,1134068,102955.15
07/12/2021,Papua Barat,6.44%,1,1134068,102955.15
07/13/2021,Papua Barat,6.49%,1,1134068,102955.15
07/14/2021,Papua Barat,6.54%,1,1134068,102955.15
07/15/2021,Papua Barat,6.68%,1,1134068,102955.15
07/16/2021,Papua Barat,6.77%,1,1134068,102955.15
07/17/2021,Papua Barat,6.87%,1,1134068,102955.15
07/18/2021,Papua Barat,6.89%,1,1134068,102955.15
07/19/2021,Papua Barat,6.97%,1,1134068,102955.15
07/20/2021,Papua Barat,6.99%,1,1134068,102955.15
07/21/2021,Papua Barat,7.06%,1,1134068,102955.15
07/22/2021,Papua Barat,7.13%,1,1134068,102955.15
07/23/2021,Papua Barat,7.20%,1,1134068,102955.15
07/24/2021,Papua Barat,7.52%,1,1134068,102955.15
07/25/2021,Papua Barat,7.54%,1,1134068,102955.15
07/26/2021,Papua Barat,7.74%,1,1134068,102955.15
07/27/2021,Papua Barat,7.84%,1,1134068,102955.15
07/28/2021,Papua Barat,8.01%,1,1134068,102955.15
07/29/2021,Papua Barat,8.15%,1,1134068,102955.15
07/30/2021,Papua Barat,8.23%,1,1134068,102955.15
07/31/2021,Papua Barat,8.37%,1,1134068,102955.15
08/01/2021,Papua Barat,8.42%,1,1134068,102955.15
08/02/2021,Papua Barat,8.63%,1,1134068,102955.15
08/03/2021,Papua Barat,8.88%,1,1134068,102955.15
08/04/2021,Papua Barat,9.15%,1,1134068,102955.15
08/05/2021,Papua Barat,9.36%,1,1134068,102955.15
07/05/2021,Sulawesi Tenggara,4.97%,1,2624875,38067.7
07/06/2021,Sulawesi Tenggara,5.05%,1,2624875,38067.7
07/07/2021,Sulawesi Tenggara,5.14%,1,2624875,38067.7
07/08/2021,Sulawesi Tenggara,5.25%,1,2624875,38067.7
07/09/2021,Sulawesi Tenggara,5.32%,1,2624875,38067.7
07/10/2021,Sulawesi Tenggara,5.37%,1,2624875,38067.7
07/11/2021,Sulawesi Tenggara,5.38%,1,2624875,38067.7
07/12/2021,Sulawesi Tenggara,5.46%,1,2624875,38067.7
07/13/2021,Sulawesi Tenggara,5.58%,1,2624875,38067.7
